"Var1","Var2","Var3","n","e","TF_fam","comploc_n","b","c","d","tfpercentage","pval","adj.p"
"OGDH","peroxisome","CPP",0,"OGDH_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"PDH","peroxisome","CPP",0,"PDH_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"SCL","peroxisome","CPP",0,"SCL_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"SDH","peroxisome","CPP",0,"SDH_peroxisome",3,NA,NA,3,NA,NA,NA,NA
"ACO","plastid","CPP",0,"ACO_plastid",3,NA,NA,3,NA,NA,NA,NA
"CSY","plastid","CPP",0,"CSY_plastid",3,NA,NA,3,NA,NA,NA,NA
"FUM","plastid","CPP",0,"FUM_plastid",3,NA,NA,3,NA,NA,NA,NA
"ICDH","plastid","CPP",0,"ICDH_plastid",3,NA,NA,3,NA,NA,NA,NA
"MDH","plastid","CPP",2,"MDH_plastid",3,96,94,1,865,2.08333333333333,0.0276630588805407,1
"OGDH","plastid","CPP",0,"OGDH_plastid",3,NA,NA,3,NA,NA,NA,NA
"PDH","plastid","CPP",2,"PDH_plastid",3,330,328,1,631,0.606060606060606,0.272066411244351,1
"SCL","plastid","CPP",0,"SCL_plastid",3,NA,NA,3,NA,NA,NA,NA
"SDH","plastid","CPP",0,"SDH_plastid",3,NA,NA,3,NA,NA,NA,NA
"ACO","cytosol","E2F-DP",0,"ACO_cytosol",2,65,65,2,895,0,1,1
"CSY","cytosol","E2F-DP",0,"CSY_cytosol",2,NA,NA,2,NA,NA,NA,NA
"FUM","cytosol","E2F-DP",0,"FUM_cytosol",2,39,39,2,921,0,1,1
"ICDH","cytosol","E2F-DP",1,"ICDH_cytosol",2,173,172,1,788,0.578034682080925,0.327480686481727,1
"MDH","cytosol","E2F-DP",1,"MDH_cytosol",2,215,214,1,746,0.465116279069767,0.39721703613483,1
"OGDH","cytosol","E2F-DP",0,"OGDH_cytosol",2,NA,NA,2,NA,NA,NA,NA
"PDH","cytosol","E2F-DP",0,"PDH_cytosol",2,NA,NA,2,NA,NA,NA,NA
"SCL","cytosol","E2F-DP",0,"SCL_cytosol",2,NA,NA,2,NA,NA,NA,NA
"SDH","cytosol","E2F-DP",0,"SDH_cytosol",2,NA,NA,2,NA,NA,NA,NA
"ACO","mitochondrion","E2F-DP",1,"ACO_mitochondrion",2,214,213,1,747,0.467289719626168,0.395600996017229,1
"CSY","mitochondrion","E2F-DP",0,"CSY_mitochondrion",2,167,167,2,793,0,1,1
"FUM","mitochondrion","E2F-DP",0,"FUM_mitochondrion",2,46,46,2,914,0,1,1
"ICDH","mitochondrion","E2F-DP",0,"ICDH_mitochondrion",2,202,202,2,758,0,1,1
"MDH","mitochondrion","E2F-DP",1,"MDH_mitochondrion",2,149,148,1,812,0.671140939597315,0.285917951890897,1
"OGDH","mitochondrion","E2F-DP",1,"OGDH_mitochondrion",2,148,147,1,813,0.675675675675676,0.284159129112303,1
"PDH","mitochondrion","E2F-DP",1,"PDH_mitochondrion",2,471,470,1,490,0.212314225053079,0.739756966604001,1
"SCL","mitochondrion","E2F-DP",0,"SCL_mitochondrion",2,17,17,2,943,0,1,1
"SDH","mitochondrion","E2F-DP",1,"SDH_mitochondrion",2,375,374,1,586,0.266666666666667,0.627919202320867,1
"ACO","peroxisome","E2F-DP",0,"ACO_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"CSY","peroxisome","E2F-DP",0,"CSY_peroxisome",2,150,150,2,810,0,1,1
"FUM","peroxisome","E2F-DP",0,"FUM_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"ICDH","peroxisome","E2F-DP",1,"ICDH_peroxisome",2,70,69,1,891,1.42857142857143,0.140305598161998,1
"MDH","peroxisome","E2F-DP",0,"MDH_peroxisome",2,143,143,2,817,0,1,1
"OGDH","peroxisome","E2F-DP",0,"OGDH_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"PDH","peroxisome","E2F-DP",0,"PDH_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"SCL","peroxisome","E2F-DP",0,"SCL_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"SDH","peroxisome","E2F-DP",0,"SDH_peroxisome",2,NA,NA,2,NA,NA,NA,NA
"ACO","plastid","E2F-DP",0,"ACO_plastid",2,NA,NA,2,NA,NA,NA,NA
"CSY","plastid","E2F-DP",0,"CSY_plastid",2,NA,NA,2,NA,NA,NA,NA
"FUM","plastid","E2F-DP",0,"FUM_plastid",2,NA,NA,2,NA,NA,NA,NA
"ICDH","plastid","E2F-DP",0,"ICDH_plastid",2,NA,NA,2,NA,NA,NA,NA
"MDH","plastid","E2F-DP",1,"MDH_plastid",2,96,95,1,865,1.04166666666667,0.189719215733784,1
"OGDH","plastid","E2F-DP",0,"OGDH_plastid",2,NA,NA,2,NA,NA,NA,NA
"PDH","plastid","E2F-DP",1,"PDH_plastid",2,330,329,1,631,0.303030303030303,0.56863194740406,1
"SCL","plastid","E2F-DP",0,"SCL_plastid",2,NA,NA,2,NA,NA,NA,NA
"SDH","plastid","E2F-DP",0,"SDH_plastid",2,NA,NA,2,NA,NA,NA,NA
"ACO","cytosol","EIL",1,"ACO_cytosol",5,65,64,4,893,1.53846153846154,0.295698429664778,1
"CSY","cytosol","EIL",0,"CSY_cytosol",5,NA,NA,5,NA,NA,NA,NA
"FUM","cytosol","EIL",0,"FUM_cytosol",5,39,39,5,918,0,1,1
"ICDH","cytosol","EIL",0,"ICDH_cytosol",5,173,173,5,784,0,1,1
"MDH","cytosol","EIL",1,"MDH_cytosol",5,215,214,4,743,0.465116279069767,0.718535489925236,1
"OGDH","cytosol","EIL",0,"OGDH_cytosol",5,NA,NA,5,NA,NA,NA,NA
"PDH","cytosol","EIL",0,"PDH_cytosol",5,NA,NA,5,NA,NA,NA,NA
"SCL","cytosol","EIL",0,"SCL_cytosol",5,NA,NA,5,NA,NA,NA,NA
"SDH","cytosol","EIL",0,"SDH_cytosol",5,NA,NA,5,NA,NA,NA,NA
"ACO","mitochondrion","EIL",2,"ACO_mitochondrion",5,214,212,3,745,0.934579439252336,0.309122938258575,1
"CSY","mitochondrion","EIL",0,"CSY_mitochondrion",5,167,167,5,790,0,1,1
"FUM","mitochondrion","EIL",0,"FUM_mitochondrion",5,46,46,5,911,0,1,1
"ICDH","mitochondrion","EIL",1,"ICDH_mitochondrion",5,202,201,4,756,0.495049504950495,0.693105970270296,1
"MDH","mitochondrion","EIL",1,"MDH_mitochondrion",5,149,148,4,809,0.671140939597315,0.569723962423377,1
"OGDH","mitochondrion","EIL",1,"OGDH_mitochondrion",5,148,147,4,810,0.675675675675676,0.567064654403745,1
"PDH","mitochondrion","EIL",1,"PDH_mitochondrion",5,471,470,4,487,0.212314225053079,0.965708900889647,1
"SCL","mitochondrion","EIL",1,"SCL_mitochondrion",5,17,16,4,941,5.88235294117647,0.0854610372326905,1
"SDH","mitochondrion","EIL",2,"SDH_mitochondrion",5,375,373,3,584,0.533333333333333,0.645731531385509,1
"ACO","peroxisome","EIL",0,"ACO_peroxisome",5,NA,NA,5,NA,NA,NA,NA
"CSY","peroxisome","EIL",0,"CSY_peroxisome",5,150,150,5,807,0,1,1
"FUM","peroxisome","EIL",0,"FUM_peroxisome",5,NA,NA,5,NA,NA,NA,NA
"ICDH","peroxisome","EIL",0,"ICDH_peroxisome",5,70,70,5,887,0,1,1
"MDH","peroxisome","EIL",1,"MDH_peroxisome",5,143,142,4,815,0.699300699300699,0.553570155160881,1
"OGDH","peroxisome","EIL",0,"OGDH_peroxisome",5,NA,NA,5,NA,NA,NA,NA
"PDH","peroxisome","EIL",0,"PDH_peroxisome",5,NA,NA,5,NA,NA,NA,NA
"SCL","peroxisome","EIL",0,"SCL_peroxisome",5,NA,NA,5,NA,NA,NA,NA
"SDH","peroxisome","EIL",0,"SDH_peroxisome",5,NA,NA,5,NA,NA,NA,NA
"ACO","plastid","EIL",0,"ACO_plastid",5,NA,NA,5,NA,NA,NA,NA
"CSY","plastid","EIL",0,"CSY_plastid",5,NA,NA,5,NA,NA,NA,NA
"FUM","plastid","EIL",0,"FUM_plastid",5,NA,NA,5,NA,NA,NA,NA
"ICDH","plastid","EIL",0,"ICDH_plastid",5,NA,NA,5,NA,NA,NA,NA
"MDH","plastid","EIL",0,"MDH_plastid",5,96,96,5,861,0,1,1
"OGDH","plastid","EIL",0,"OGDH_plastid",5,NA,NA,5,NA,NA,NA,NA
"PDH","plastid","EIL",3,"PDH_plastid",5,330,327,2,630,0.909090909090909,0.223956931104946,1
"SCL","plastid","EIL",0,"SCL_plastid",5,NA,NA,5,NA,NA,NA,NA
"SDH","plastid","EIL",0,"SDH_plastid",5,NA,NA,5,NA,NA,NA,NA
"ACO","cytosol","G2-like",1,"ACO_cytosol",25,65,64,24,873,1.53846153846154,0.830001927848976,1
"CSY","cytosol","G2-like",0,"CSY_cytosol",25,NA,NA,25,NA,NA,NA,NA
"FUM","cytosol","G2-like",1,"FUM_cytosol",25,39,38,24,899,2.56410256410256,0.649375761884332,1
"ICDH","cytosol","G2-like",6,"ICDH_cytosol",25,173,167,19,770,3.46820809248555,0.285089175100341,1
"MDH","cytosol","G2-like",17,"MDH_cytosol",25,215,198,8,739,7.90697674418605,9.65187391005588e-07,4.53638073772626e-05
"OGDH","cytosol","G2-like",0,"OGDH_cytosol",25,NA,NA,25,NA,NA,NA,NA
"PDH","cytosol","G2-like",0,"PDH_cytosol",25,NA,NA,25,NA,NA,NA,NA
"SCL","cytosol","G2-like",0,"SCL_cytosol",25,NA,NA,25,NA,NA,NA,NA
"SDH","cytosol","G2-like",0,"SDH_cytosol",25,NA,NA,25,NA,NA,NA,NA
"ACO","mitochondrion","G2-like",1,"ACO_mitochondrion",25,214,213,24,724,0.467289719626168,0.998307039362494,1
"CSY","mitochondrion","G2-like",4,"CSY_mitochondrion",25,167,163,21,774,2.39520958083832,0.655788556790886,1
"FUM","mitochondrion","G2-like",1,"FUM_mitochondrion",25,46,45,24,892,2.17391304347826,0.71087344350838,1
"ICDH","mitochondrion","G2-like",5,"ICDH_mitochondrion",25,202,197,20,740,2.47524752475248,0.62946852816123,1
"MDH","mitochondrion","G2-like",5,"MDH_mitochondrion",25,149,144,20,793,3.35570469798658,0.342735556422253,1
"OGDH","mitochondrion","G2-like",2,"OGDH_mitochondrion",25,148,146,23,791,1.35135135135135,0.917631299562279,1
"PDH","mitochondrion","G2-like",24,"PDH_mitochondrion",25,471,447,1,490,5.09554140127389,3.59291945925984e-07,1.72460134044472e-05
"SCL","mitochondrion","G2-like",0,"SCL_mitochondrion",25,17,17,25,920,0,1,1
"SDH","mitochondrion","G2-like",3,"SDH_mitochondrion",25,375,372,22,565,0.8,0.999469587321179,1
"ACO","peroxisome","G2-like",0,"ACO_peroxisome",25,NA,NA,25,NA,NA,NA,NA
"CSY","peroxisome","G2-like",3,"CSY_peroxisome",25,150,147,22,790,2,0.774756295036774,1
"FUM","peroxisome","G2-like",0,"FUM_peroxisome",25,NA,NA,25,NA,NA,NA,NA
"ICDH","peroxisome","G2-like",1,"ICDH_peroxisome",25,70,69,24,868,1.42857142857143,0.852454854568013,1
"MDH","peroxisome","G2-like",2,"MDH_peroxisome",25,143,141,23,796,1.3986013986014,0.90694454093459,1
"OGDH","peroxisome","G2-like",0,"OGDH_peroxisome",25,NA,NA,25,NA,NA,NA,NA
"PDH","peroxisome","G2-like",0,"PDH_peroxisome",25,NA,NA,25,NA,NA,NA,NA
"SCL","peroxisome","G2-like",0,"SCL_peroxisome",25,NA,NA,25,NA,NA,NA,NA
"SDH","peroxisome","G2-like",0,"SDH_peroxisome",25,NA,NA,25,NA,NA,NA,NA
"ACO","plastid","G2-like",0,"ACO_plastid",25,NA,NA,25,NA,NA,NA,NA
"CSY","plastid","G2-like",0,"CSY_plastid",25,NA,NA,25,NA,NA,NA,NA
"FUM","plastid","G2-like",0,"FUM_plastid",25,NA,NA,25,NA,NA,NA,NA
"ICDH","plastid","G2-like",0,"ICDH_plastid",25,NA,NA,25,NA,NA,NA,NA
"MDH","plastid","G2-like",1,"MDH_plastid",25,96,95,24,842,1.04166666666667,0.930292043512265,1
"OGDH","plastid","G2-like",0,"OGDH_plastid",25,NA,NA,25,NA,NA,NA,NA
"PDH","plastid","G2-like",6,"PDH_plastid",25,330,324,19,613,1.81818181818182,0.908875253278634,1
"SCL","plastid","G2-like",0,"SCL_plastid",25,NA,NA,25,NA,NA,NA,NA
"SDH","plastid","G2-like",0,"SDH_plastid",25,NA,NA,25,NA,NA,NA,NA
"ACO","cytosol","GeBP",1,"ACO_cytosol",16,65,64,15,882,1.53846153846154,0.676474856657384,1
"CSY","cytosol","GeBP",0,"CSY_cytosol",16,NA,NA,16,NA,NA,NA,NA
"FUM","cytosol","GeBP",1,"FUM_cytosol",16,39,38,15,908,2.56410256410256,0.487006806437588,1
"ICDH","cytosol","GeBP",9,"ICDH_cytosol",16,173,164,7,782,5.20231213872832,0.000584524851760687,0.0268881431809916
"MDH","cytosol","GeBP",12,"MDH_cytosol",16,215,203,4,743,5.58139534883721,9.20573670476362e-06,0.000423463888419127
"OGDH","cytosol","GeBP",0,"OGDH_cytosol",16,NA,NA,16,NA,NA,NA,NA
"PDH","cytosol","GeBP",0,"PDH_cytosol",16,NA,NA,16,NA,NA,NA,NA
"SCL","cytosol","GeBP",0,"SCL_cytosol",16,NA,NA,16,NA,NA,NA,NA
"SDH","cytosol","GeBP",0,"SDH_cytosol",16,NA,NA,16,NA,NA,NA,NA
"ACO","mitochondrion","GeBP",5,"ACO_mitochondrion",16,214,209,11,737,2.33644859813084,0.272235519738607,1
"CSY","mitochondrion","GeBP",8,"CSY_mitochondrion",16,167,159,8,787,4.79041916167665,0.00257342693213045,0.120951065810131
"FUM","mitochondrion","GeBP",3,"FUM_mitochondrion",16,46,43,13,903,6.52173913043478,0.036998877794205,1
"ICDH","mitochondrion","GeBP",7,"ICDH_mitochondrion",16,202,195,9,751,3.46534653465347,0.0329646224283008,1
"MDH","mitochondrion","GeBP",10,"MDH_mitochondrion",16,149,139,6,807,6.71140939597315,2.08572090729693e-05,0.000980288826429559
"OGDH","mitochondrion","GeBP",9,"OGDH_mitochondrion",16,148,139,7,807,6.08108108108108,0.000167449770903854,0.00753523969067345
"PDH","mitochondrion","GeBP",12,"PDH_mitochondrion",16,471,459,4,487,2.54777070063694,0.0308758484017686,1
"SCL","mitochondrion","GeBP",1,"SCL_mitochondrion",16,17,16,15,930,5.88235294117647,0.249894183635853,1
"SDH","mitochondrion","GeBP",10,"SDH_mitochondrion",16,375,365,6,581,2.66666666666667,0.0475519143395889,1
"ACO","peroxisome","GeBP",0,"ACO_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"CSY","peroxisome","GeBP",8,"CSY_peroxisome",16,150,142,8,804,5.33333333333333,0.00123616036198575,0.0580995370133302
"FUM","peroxisome","GeBP",0,"FUM_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"ICDH","peroxisome","GeBP",7,"ICDH_peroxisome",16,70,63,9,883,10,5.42696924995038e-05,0.00260494523997618
"MDH","peroxisome","GeBP",9,"MDH_peroxisome",16,143,134,7,812,6.29370629370629,0.000126491230353007,0.00594508782659134
"OGDH","peroxisome","GeBP",0,"OGDH_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"PDH","peroxisome","GeBP",0,"PDH_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"SCL","peroxisome","GeBP",0,"SCL_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"SDH","peroxisome","GeBP",0,"SDH_peroxisome",16,NA,NA,16,NA,NA,NA,NA
"ACO","plastid","GeBP",0,"ACO_plastid",16,NA,NA,16,NA,NA,NA,NA
"CSY","plastid","GeBP",0,"CSY_plastid",16,NA,NA,16,NA,NA,NA,NA
"FUM","plastid","GeBP",0,"FUM_plastid",16,NA,NA,16,NA,NA,NA,NA
"ICDH","plastid","GeBP",0,"ICDH_plastid",16,NA,NA,16,NA,NA,NA,NA
"MDH","plastid","GeBP",8,"MDH_plastid",16,96,88,8,858,8.33333333333333,4.87445587428475e-05,0.00229099426091383
"OGDH","plastid","GeBP",0,"OGDH_plastid",16,NA,NA,16,NA,NA,NA,NA
"PDH","plastid","GeBP",11,"PDH_plastid",16,330,319,5,627,3.33333333333333,0.00486944946119978,0.209386326831591
"SCL","plastid","GeBP",0,"SCL_plastid",16,NA,NA,16,NA,NA,NA,NA
"SDH","plastid","GeBP",0,"SDH_plastid",16,NA,NA,16,NA,NA,NA,NA
"ACO","cytosol","GRAS",1,"ACO_cytosol",12,65,64,11,886,1.53846153846154,0.570234698952016,1
"CSY","cytosol","GRAS",0,"CSY_cytosol",12,NA,NA,12,NA,NA,NA,NA
"FUM","cytosol","GRAS",1,"FUM_cytosol",12,39,38,11,912,2.56410256410256,0.393193483664307,1
"ICDH","cytosol","GRAS",0,"ICDH_cytosol",12,173,173,12,777,0,1,1
"MDH","cytosol","GRAS",1,"MDH_cytosol",12,215,214,11,736,0.465116279069767,0.952892328764554,1
"OGDH","cytosol","GRAS",0,"OGDH_cytosol",12,NA,NA,12,NA,NA,NA,NA
"PDH","cytosol","GRAS",0,"PDH_cytosol",12,NA,NA,12,NA,NA,NA,NA
"SCL","cytosol","GRAS",0,"SCL_cytosol",12,NA,NA,12,NA,NA,NA,NA
"SDH","cytosol","GRAS",0,"SDH_cytosol",12,NA,NA,12,NA,NA,NA,NA
"ACO","mitochondrion","GRAS",2,"ACO_mitochondrion",12,214,212,10,738,0.934579439252336,0.78530625337739,1
"CSY","mitochondrion","GRAS",0,"CSY_mitochondrion",12,167,167,12,783,0,1,1
"FUM","mitochondrion","GRAS",1,"FUM_mitochondrion",12,46,45,11,905,2.17391304347826,0.446476335189602,1
"ICDH","mitochondrion","GRAS",4,"ICDH_mitochondrion",12,202,198,8,752,1.98019801980198,0.231576030531121,1
"MDH","mitochondrion","GRAS",0,"MDH_mitochondrion",12,149,149,12,801,0,1,1
"OGDH","mitochondrion","GRAS",1,"OGDH_mitochondrion",12,148,147,11,803,0.675675675675676,0.86697690909225,1
"PDH","mitochondrion","GRAS",5,"PDH_mitochondrion",12,471,466,7,484,1.06157112526539,0.786918403428273,1
"SCL","mitochondrion","GRAS",0,"SCL_mitochondrion",12,17,17,12,933,0,1,1
"SDH","mitochondrion","GRAS",2,"SDH_mitochondrion",12,375,373,10,577,0.533333333333333,0.977539564477902,1
"ACO","peroxisome","GRAS",0,"ACO_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"CSY","peroxisome","GRAS",1,"CSY_peroxisome",12,150,149,11,801,0.666666666666667,0.870872432847493,1
"FUM","peroxisome","GRAS",0,"FUM_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"ICDH","peroxisome","GRAS",0,"ICDH_peroxisome",12,70,70,12,880,0,1,1
"MDH","peroxisome","GRAS",0,"MDH_peroxisome",12,143,143,12,807,0,1,1
"OGDH","peroxisome","GRAS",0,"OGDH_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"PDH","peroxisome","GRAS",0,"PDH_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"SCL","peroxisome","GRAS",0,"SCL_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"SDH","peroxisome","GRAS",0,"SDH_peroxisome",12,NA,NA,12,NA,NA,NA,NA
"ACO","plastid","GRAS",0,"ACO_plastid",12,NA,NA,12,NA,NA,NA,NA
"CSY","plastid","GRAS",0,"CSY_plastid",12,NA,NA,12,NA,NA,NA,NA
"FUM","plastid","GRAS",0,"FUM_plastid",12,NA,NA,12,NA,NA,NA,NA
"ICDH","plastid","GRAS",0,"ICDH_plastid",12,NA,NA,12,NA,NA,NA,NA
"MDH","plastid","GRAS",0,"MDH_plastid",12,96,96,12,854,0,1,1
"OGDH","plastid","GRAS",0,"OGDH_plastid",12,NA,NA,12,NA,NA,NA,NA
"PDH","plastid","GRAS",1,"PDH_plastid",12,330,329,11,621,0.303030303030303,0.993765695113777,1
"SCL","plastid","GRAS",0,"SCL_plastid",12,NA,NA,12,NA,NA,NA,NA
"SDH","plastid","GRAS",0,"SDH_plastid",12,NA,NA,12,NA,NA,NA,NA
"ACO","cytosol","GRF",0,"ACO_cytosol",4,65,65,4,893,0,1,1
"CSY","cytosol","GRF",0,"CSY_cytosol",4,NA,NA,4,NA,NA,NA,NA
"FUM","cytosol","GRF",0,"FUM_cytosol",4,39,39,4,919,0,1,1
"ICDH","cytosol","GRF",2,"ICDH_cytosol",4,173,171,2,787,1.15606936416185,0.150302995509574,1
"MDH","cytosol","GRF",2,"MDH_cytosol",4,215,213,2,745,0.930232558139535,0.217594731752258,1
"OGDH","cytosol","GRF",0,"OGDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"PDH","cytosol","GRF",0,"PDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"SCL","cytosol","GRF",0,"SCL_cytosol",4,NA,NA,4,NA,NA,NA,NA
"SDH","cytosol","GRF",0,"SDH_cytosol",4,NA,NA,4,NA,NA,NA,NA
"ACO","mitochondrion","GRF",1,"ACO_mitochondrion",4,214,213,3,745,0.467289719626168,0.635137692862026,1
"CSY","mitochondrion","GRF",0,"CSY_mitochondrion",4,167,167,4,791,0,1,1
"FUM","mitochondrion","GRF",0,"FUM_mitochondrion",4,46,46,4,912,0,1,1
"ICDH","mitochondrion","GRF",1,"ICDH_mitochondrion",4,202,201,3,757,0.495049504950495,0.611105184548868,1
"MDH","mitochondrion","GRF",0,"MDH_mitochondrion",4,149,149,4,809,0,1,1
"OGDH","mitochondrion","GRF",1,"OGDH_mitochondrion",4,148,147,3,811,0.675675675675676,0.487960418418256,1
"PDH","mitochondrion","GRF",3,"PDH_mitochondrion",4,471,468,1,490,0.636942675159236,0.296665386907455,1
"SCL","mitochondrion","GRF",0,"SCL_mitochondrion",4,17,17,4,941,0,1,1
"SDH","mitochondrion","GRF",3,"SDH_mitochondrion",4,375,372,1,586,0.8,0.167183073807864,1
"ACO","peroxisome","GRF",0,"ACO_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"CSY","peroxisome","GRF",1,"CSY_peroxisome",4,150,149,3,809,0.666666666666667,0.4929834637166,1
"FUM","peroxisome","GRF",0,"FUM_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"ICDH","peroxisome","GRF",1,"ICDH_peroxisome",4,70,69,3,889,1.42857142857143,0.2611674403912,1
"MDH","peroxisome","GRF",2,"MDH_peroxisome",4,143,141,2,817,1.3986013986014,0.107392712615849,1
"OGDH","peroxisome","GRF",0,"OGDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"PDH","peroxisome","GRF",0,"PDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"SCL","peroxisome","GRF",0,"SCL_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"SDH","peroxisome","GRF",0,"SDH_peroxisome",4,NA,NA,4,NA,NA,NA,NA
"ACO","plastid","GRF",0,"ACO_plastid",4,NA,NA,4,NA,NA,NA,NA
"CSY","plastid","GRF",0,"CSY_plastid",4,NA,NA,4,NA,NA,NA,NA
"FUM","plastid","GRF",0,"FUM_plastid",4,NA,NA,4,NA,NA,NA,NA
"ICDH","plastid","GRF",0,"ICDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"MDH","plastid","GRF",2,"MDH_plastid",4,96,94,2,864,2.08333333333333,0.0517433533034678,1
"OGDH","plastid","GRF",0,"OGDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"PDH","plastid","GRF",4,"PDH_plastid",4,330,326,0,632,1.21212121212121,0.0136817967440342,0.574635463249437
"SCL","plastid","GRF",0,"SCL_plastid",4,NA,NA,4,NA,NA,NA,NA
"SDH","plastid","GRF",0,"SDH_plastid",4,NA,NA,4,NA,NA,NA,NA
"ACO","cytosol","Homeobox",2,"ACO_cytosol",30,65,63,28,869,3.07692307692308,0.615051099405218,1
"CSY","cytosol","Homeobox",0,"CSY_cytosol",30,NA,NA,30,NA,NA,NA,NA
"FUM","cytosol","Homeobox",0,"FUM_cytosol",30,39,39,30,893,0,1,1
"ICDH","cytosol","Homeobox",8,"ICDH_cytosol",30,173,165,22,767,4.6242774566474,0.15416495504198,1
"MDH","cytosol","Homeobox",5,"MDH_cytosol",30,215,210,25,722,2.32558139534884,0.836830416084693,1
"OGDH","cytosol","Homeobox",0,"OGDH_cytosol",30,NA,NA,30,NA,NA,NA,NA
"PDH","cytosol","Homeobox",0,"PDH_cytosol",30,NA,NA,30,NA,NA,NA,NA
"SCL","cytosol","Homeobox",0,"SCL_cytosol",30,NA,NA,30,NA,NA,NA,NA
"SDH","cytosol","Homeobox",0,"SDH_cytosol",30,NA,NA,30,NA,NA,NA,NA
"ACO","mitochondrion","Homeobox",2,"ACO_mitochondrion",30,214,212,28,720,0.934579439252336,0.995416767086122,1
"CSY","mitochondrion","Homeobox",4,"CSY_mitochondrion",30,167,163,26,769,2.39520958083832,0.79402933404256,1
"FUM","mitochondrion","Homeobox",0,"FUM_mitochondrion",30,46,46,30,886,0,1,1
"ICDH","mitochondrion","Homeobox",3,"ICDH_mitochondrion",30,202,199,27,733,1.48514851485149,0.96822908662978,1
"MDH","mitochondrion","Homeobox",4,"MDH_mitochondrion",30,149,145,26,787,2.68456375838926,0.708114138349332,1
"OGDH","mitochondrion","Homeobox",6,"OGDH_mitochondrion",30,148,142,24,790,4.05405405405405,0.309064343029325,1
"PDH","mitochondrion","Homeobox",10,"PDH_mitochondrion",30,471,461,20,471,2.12314225053079,0.973969791908387,1
"SCL","mitochondrion","Homeobox",0,"SCL_mitochondrion",30,17,17,30,915,0,1,1
"SDH","mitochondrion","Homeobox",21,"SDH_mitochondrion",30,375,354,9,578,5.6,0.000473338524357747,0.0222469106448141
"ACO","peroxisome","Homeobox",0,"ACO_peroxisome",30,NA,NA,30,NA,NA,NA,NA
"CSY","peroxisome","Homeobox",2,"CSY_peroxisome",30,150,148,28,784,1.33333333333333,0.96167878479467,1
"FUM","peroxisome","Homeobox",0,"FUM_peroxisome",30,NA,NA,30,NA,NA,NA,NA
"ICDH","peroxisome","Homeobox",1,"ICDH_peroxisome",30,70,69,29,863,1.42857142857143,0.900012205378235,1
"MDH","peroxisome","Homeobox",5,"MDH_peroxisome",30,143,138,25,794,3.4965034965035,0.468151156778487,1
"OGDH","peroxisome","Homeobox",0,"OGDH_peroxisome",30,NA,NA,30,NA,NA,NA,NA
"PDH","peroxisome","Homeobox",0,"PDH_peroxisome",30,NA,NA,30,NA,NA,NA,NA
"SCL","peroxisome","Homeobox",0,"SCL_peroxisome",30,NA,NA,30,NA,NA,NA,NA
"SDH","peroxisome","Homeobox",0,"SDH_peroxisome",30,NA,NA,30,NA,NA,NA,NA
"ACO","plastid","Homeobox",0,"ACO_plastid",30,NA,NA,30,NA,NA,NA,NA
"CSY","plastid","Homeobox",0,"CSY_plastid",30,NA,NA,30,NA,NA,NA,NA
"FUM","plastid","Homeobox",0,"FUM_plastid",30,NA,NA,30,NA,NA,NA,NA
"ICDH","plastid","Homeobox",0,"ICDH_plastid",30,NA,NA,30,NA,NA,NA,NA
"MDH","plastid","Homeobox",3,"MDH_plastid",30,96,93,27,839,3.125,0.590529360315568,1
"OGDH","plastid","Homeobox",0,"OGDH_plastid",30,NA,NA,30,NA,NA,NA,NA
"PDH","plastid","Homeobox",9,"PDH_plastid",30,330,321,21,611,2.72727272727273,0.754486318920848,1
"SCL","plastid","Homeobox",0,"SCL_plastid",30,NA,NA,30,NA,NA,NA,NA
"SDH","plastid","Homeobox",0,"SDH_plastid",30,NA,NA,30,NA,NA,NA,NA
"ACO","cytosol","HSF",1,"ACO_cytosol",6,65,64,5,892,1.53846153846154,0.343535004452437,1
